0,0.41796
0,0.52825
0,0.37732
0,0.80689
0,0.53406
43.066,0.80109
0,1.3351
0,1.4048
43.066,1.3351
258.4,1.9331
258.4,1.9156
258.4,1.8924
215.33,2.0782
215.33,2.1362
215.33,2.1711
215.33,2.5948
215.33,2.6471
215.33,2.6122
258.4,3.1289
258.4,3.0941
258.4,3.1115
172.27,3.9184
172.27,3.9474
172.27,3.9126
215.33,4.2783
215.33,4.3131
215.33,4.2202
301.46,4.7891
258.4,4.7891
258.4,4.7775
172.27,5.3058
172.27,5.2767
172.27,5.2477
129.2,5.6424
129.2,5.6483
172.27,5.6366
129.2,6.3565
129.2,6.3507
129.2,6.3274
129.2,6.7976
129.2,6.6641
129.2,6.6583
172.27,7.2678
172.27,7.2969
172.27,7.3259
258.4,7.9064
258.4,7.947
258.4,7.889
172.27,8.3302
172.27,8.1966
172.27,8.3708
172.27,8.7133
172.27,8.7539
172.27,8.8294
172.27,9.2125
172.27,9.288
172.27,9.2299
172.27,9.7292
172.27,9.7234
172.27,9.7466
172.27,10.577
172.27,10.519
172.27,10.559
215.33,10.942
215.33,11.018
215.33,10.983
215.33,11.291
215.33,11.262
215.33,11.256
172.27,11.842
172.27,11.802
172.27,11.767
215.33,12.312
215.33,12.289
215.33,12.341
129.2,12.939
172.27,12.835
172.27,12.858
258.4,13.752
258.4,13.769
258.4,13.775
258.4,13.81
258.4,13.827
258.4,13.845
215.33,14.344
215.33,14.321
215.33,14.379
129.2,15.157
86.133,15.157
86.133,15.163
258.4,15.354
258.4,15.389
258.4,15.372
215.33,16.248
172.27,15.94
172.27,16.277
86.133,16.811
86.133,16.805
129.2,16.811
258.4,16.898
258.4,16.887
301.46,16.881
172.27,17.403
172.27,17.432
129.2,17.398
129.2,18.292
129.2,18.297
129.2,18.321
129.2,18.518
129.2,18.686
129.2,18.553
172.27,18.942
172.27,18.971
172.27,19.029
172.27,19.702
172.27,19.731
172.27,19.673
258.4,20.178
258.4,20.196
258.4,20.213
258.4,20.457
258.4,20.474
215.33,20.509
172.27,20.968
172.27,21.026
172.27,21.066
172.27,21.542
129.2,21.542
129.2,21.548
172.27,22.372
172.27,22.489
129.2,22.071
172.27,22.738
172.27,22.796
172.27,22.605
258.4,23.295
258.4,23.092
258.4,23.353
215.33,23.882
172.27,23.882
215.33,23.905
172.27,24.317
172.27,24.242
172.27,24.265
172.27,24.561
172.27,24.729
172.27,24.752
172.27,25.049
172.27,25.072
172.27,25.194
172.27,25.664
172.27,25.641
172.27,25.565
129.2,26.419
129.2,26.424
172.27,26.453
172.27,26.581
172.27,26.604
172.27,26.657
172.27,27.098
172.27,27.15
172.27,27.127
172.27,28.044
172.27,28.067
172.27,28.096
172.27,28.508
172.27,28.224
172.27,28.16
172.27,28.7
172.27,28.648
172.27,28.752
172.27,29.437
172.27,29.414
172.27,29.135
172.27,29.652
129.2,29.704
129.2,29.646
215.33,30.459
215.33,30.488
215.33,30.465
172.27,31.167
172.27,31.161
86.133,31.179
344.53,31.237
344.53,31.242
344.53,31.271
430.66,32.026
430.66,32.02
430.66,32.015
430.66,32.496
430.66,32.491
430.66,32.502
344.53,32.769
344.53,32.775
344.53,32.798
430.66,33.466
430.66,33.46
430.66,33.477
86.133,34.232
129.2,34.232
430.66,33.936
86.133,34.261
129.2,34.348
86.133,34.267
430.66,34.987
430.66,34.981
430.66,34.992
344.53,35.753
344.53,35.759
344.53,35.747
430.66,36.026
430.66,36.032
430.66,36.043
430.66,36.525
430.66,36.537
430.66,36.531
86.133,37.291
86.133,37.285
86.133,37.297
86.133,37.367
129.2,37.367
86.133,37.361
129.2,37.843
129.2,37.825
129.2,37.901
559.86,38.737
559.86,38.772
559.86,38.742
559.86,38.864
129.2,39.224
559.86,38.859
516.8,39.526
516.8,39.52
516.8,39.532
129.2,40.31
86.133,40.368
86.133,40.269
86.133,40.472
86.133,40.42
86.133,40.443
172.27,40.995
172.27,40.914
172.27,40.983
559.86,41.715
559.86,41.761
559.86,41.72
516.8,41.953
516.8,41.958
516.8,41.964
473.73,42.429
516.8,42.429
473.73,42.463
473.73,43.195
473.73,43.201
473.73,43.207
430.66,43.462
430.66,43.445
430.66,43.468
430.66,43.95
430.66,43.955
430.66,43.967
430.66,44.936
430.66,44.919
430.66,44.954
430.66,44.994
430.66,45.43
430.66,45.424
430.66,45.894
430.66,45.9
430.66,45.888
86.133,46.19
344.53,46.411
344.53,46.417
344.53,46.881
344.53,46.887
344.53,46.875
344.53,47.032
344.53,47.015
344.53,47.038
344.53,47.874
344.53,47.897
344.53,47.868
344.53,48.373
344.53,48.379
344.53,48.367
344.53,48.855
344.53,48.861
344.53,48.866
129.2,49.284
129.2,49.435
344.53,49.128
516.8,49.847
129.2,49.569
516.8,49.853
559.86,50.59
516.8,50.585
559.86,50.585
559.86,50.59
559.86,50.62
559.86,50.649
516.8,51.363
516.8,51.368
516.8,51.357
86.133,52.117
86.133,52.111
516.8,52.106
86.133,52.14
86.133,52.193
86.133,52.216
473.73,52.802
473.73,52.808
473.73,52.82
559.86,53.551
559.86,53.545
559.86,53.592
516.8,53.818
516.8,53.812
516.8,53.824
473.73,54.3
473.73,54.352
473.73,54.317
473.73,55.072
473.73,55.078
86.133,55.072
430.66,55.316
430.66,55.333
430.66,55.339
430.66,55.821
430.66,55.827
430.66,55.815
430.66,56.558
430.66,56.564
473.73,56.564
430.66,56.819
430.66,56.825
430.66,56.9
387.6,57.289
430.66,57.289
129.2,57.26
129.2,58.091
86.133,58.032
129.2,58.108
129.2,58.311
129.2,58.34
86.133,58.392
430.66,58.764
430.66,58.77
430.66,58.776
430.66,59.739
430.66,59.762
430.66,59.745
430.66,60.227
430.66,60.233
430.66,60.244
430.66,60.325
430.66,60.366
430.66,60.308
86.133,61.196
86.133,61.19
129.2,61.202
516.8,61.684
516.8,61.69
516.8,61.678
516.8,61.841
516.8,61.846
516.8,61.875
129.2,62.682
559.86,62.421
559.86,62.415
172.27,63.129
172.27,63.147
172.27,63.187
86.133,63.849
86.133,63.843
86.133,63.855
86.133,64.11
86.133,63.919
86.133,63.925
129.2,64.633
129.2,64.656
129.2,64.61
129.2,65.155
129.2,65.132
129.2,65.103
516.8,65.498
129.2,65.573
516.8,65.503
473.73,65.945
473.73,65.939
473.73,65.933
430.66,66.92
430.66,66.926
387.6,66.926
129.2,67.402
129.2,67.408
430.66,67.39
129.2,67.901
129.2,67.907
129.2,67.895
430.66,68.377
129.2,68.331
430.66,68.371
430.66,68.841
129.2,68.51
430.66,68.836
430.66,69.323
430.66,69.317
430.66,69.329
129.2,69.898
129.2,69.869
129.2,69.927
344.53,70.269
344.53,70.275
344.53,70.298
129.2,70.536
129.2,70.983
86.133,70.536
344.53,71.227
344.53,71.239
344.53,71.233
344.53,71.732
344.53,71.703
344.53,71.709
344.53,72.197
86.133,72.493
344.53,72.191
129.2,72.707
86.133,72.568
86.133,72.69
516.8,73.149
516.8,73.154
516.8,73.143
172.27,73.671
172.27,73.654
516.8,73.857
516.8,74.594
516.8,74.6
516.8,74.588
516.8,74.6
516.8,74.606
516.8,74.612
86.133,75.587
86.133,75.535
86.133,75.564
86.133,75.639
86.133,75.622
473.73,76.08
473.73,76.15
473.73,76.167
473.73,76.132
86.133,76.939
86.133,76.992
86.133,76.968
473.73,77.415
473.73,77.41
473.73,77.427
430.66,78.141
430.66,78.17
430.66,78.147
430.66,78.176
430.66,78.222
430.66,78.216
172.27,79.076
215.33,78.93
215.33,79.076
129.2,79.314
86.133,79.319
215.33,79.226
473.73,80.051
473.73,80.057
473.73,80.097
516.8,80.295
516.8,80.3
516.8,80.283
430.66,80.747
129.2,81.218
430.66,80.753
129.2,81.305
129.2,81.276
129.2,81.247
129.2,82.187
129.2,82.193
129.2,82.222
129.2,82.303
129.2,82.361
129.2,82.274
516.8,83.185
516.8,83.191
516.8,83.174
430.66,83.615
430.66,83.632
516.8,83.383
86.133,83.905
86.133,83.987
129.2,84.114
129.2,84.306
129.2,84.323
129.2,84.341
172.27,85.159
172.27,85.084
172.27,85.101
473.73,85.775
473.73,85.78
473.73,85.786
516.8,85.995
516.8,86.21
516.8,86.227
86.133,86.779
86.133,86.831
86.133,86.814
86.133,86.959
86.133,86.982
86.133,86.936
172.27,87.644
172.27,87.719
172.27,87.667
172.27,88.033
172.27,87.888
172.27,87.911
473.73,88.596
473.73,88.59
473.73,88.602
430.66,89.275
430.66,89.281
430.66,89.298
430.66,89.496
430.66,89.739
473.73,89.496
430.66,89.954
430.66,89.995
430.66,89.972
129.2,90.883
129.2,90.929
129.2,90.813
473.73,91.376
473.73,91.371
473.73,91.382
473.73,91.823
516.8,91.614
473.73,91.841
129.2,92.363
129.2,92.305
129.2,92.392
129.2,92.479
129.2,92.532
129.2,92.502
129.2,93.002
129.2,93.031
129.2,93.037
129.2,93.948
129.2,93.919
129.2,94.006
516.8,94.447
516.8,94.441
516.8,94.43
516.8,94.639
516.8,94.645
516.8,94.656
430.66,95.115
430.66,95.155
430.66,95.138
172.27,95.626
172.27,95.701
172.27,95.568
172.27,96.107
172.27,96.165
172.27,96.09
473.73,97.001
473.73,97.007
473.73,97.048
516.8,97.234
516.8,97.216
516.8,97.443
86.133,98.035
86.133,98.064
430.66,97.686
86.133,98.139
86.133,98.11
86.133,98.133
129.2,98.65
172.27,98.65
172.27,98.609
430.66,99.225
129.2,99.178
129.2,99.318
129.2,99.805
86.133,99.805
215.33,99.637
301.46,100.54
301.46,100.54
344.53,100.54
129.2,101.06
86.133,101.06
129.2,101.04
129.2,101.36
129.2,101.5
129.2,101.39
129.2,101.86
129.2,101.7
129.2,101.7
172.27,102.19
172.27,102.22
172.27,102.25
129.2,103.06
129.2,103.11
129.2,103.14
516.8,103.54
516.8,103.57
516.8,103.57
602.93,104.03
602.93,104.03
646,104.03
129.2,104.3
86.133,104.31
129.2,104.32
473.73,105.17
473.73,105.18
473.73,105.22
473.73,105.26
473.73,105.27
473.73,105.25
430.66,106.1
430.66,106.11
430.66,106.1
430.66,106.32
430.66,106.28
430.66,106.32
129.2,107.17
129.2,107.11
129.2,107.08
129.2,107.78
129.2,107.79
86.133,107.31
129.2,107.95
129.2,108.01
129.2,107.84
172.27,108.32
129.2,108.32
129.2,108.75
129.2,109.2
129.2,109.23
129.2,109.11
559.86,109.71
559.86,109.77
516.8,109.71
602.93,109.98
646,109.97
646,109.98
516.8,110.67
516.8,110.67
516.8,110.68
516.8,111.14
516.8,111.14
516.8,111.15
559.86,111.39
516.8,111.84
559.86,111.39
430.66,112.33
430.66,112.32
430.66,112.33
129.2,112.81
129.2,112.85
129.2,112.9
129.2,113.04
129.2,113.13
129.2,113.1
129.2,113.44
129.2,113.44
129.2,113.45
215.33,114.2
215.33,114.25
215.33,114.11
215.33,114.54
215.33,114.57
215.33,114.47
86.133,115.28
86.133,115.3
86.133,115.25
86.133,115.8
86.133,115.79
86.133,115.82
430.66,116.25
430.66,116.27
430.66,116.27
86.133,116.99
86.133,116.98
86.133,116.96
86.133,117.13
86.133,117.15
86.133,117.16
129.2,117.51
86.133,117.51
172.27,117.91
215.33,118.18
215.33,118.15
215.33,118.23
215.33,118.67
215.33,118.56
215.33,118.64
215.33,119.34
215.33,119.04
215.33,119.36
215.33,119.55
215.33,119.58
215.33,119.56
129.2,120.18
129.2,120.16
172.27,120.08
129.2,120.61
129.2,120.59
129.2,121.02
473.73,121.4
473.73,121.41
473.73,121.42
430.66,122.07
430.66,122.08
473.73,121.84
344.53,122.32
344.53,122.33
344.53,122.33
516.8,122.99
344.53,122.62
516.8,123.01
344.53,123.64
344.53,123.63
430.66,123.43
344.53,123.65
387.6,123.65
344.53,123.64
516.8,124.31
516.8,124.51
516.8,124.52
344.53,124.98
344.53,124.98
344.53,124.97
129.2,125.32
344.53,125.18
129.2,125.29
129.2,125.83
129.2,125.72
129.2,126.12
129.2,126.43
129.2,126.4
129.2,126.35
516.8,127.2
473.73,127.19
516.8,127.19
86.133,127.63
86.133,127.63
430.66,127.39
