258.4,0.89977,1,169.86,0,-0.76531
258.4,0.90558,1,210.14,0.005805,2.6537
258.4,0.91138,1,222.1,0.005805,-0.17237
258.4,0.91719,1,214.27,0.005805,-2.9476
258.4,0.92299,1,196.34,0.005805,0.57002
258.4,0.9288,1,171.08,0.005805,-2.201
258.4,2.0201,1,162.28,1.0913,-3.1186
129.2,4.7949,1,274.65,2.7748,-2.5995
129.2,4.8007,1,294.73,0.005805,2.177
215.33,4.8181,1,190.47,0.017415,-2.794
215.33,4.8239,1,184.36,0.005805,-1.5877
172.27,4.8472,1,187.2,0.02322,0.10596
86.133,4.8704,1,170.94,0.02322,-2.1945
86.133,4.8762,1,184.85,0.005805,0.92391
86.133,4.882,1,179.34,0.005805,-2.0966
86.133,4.8878,1,162.29,0.005805,1.2373
86.133,4.9052,1,164.96,0.017415,-1.5213
258.4,5.3696,1,163.98,0.4644,-1.4461
258.4,5.3754,1,226.23,0.005805,1.5977
258.4,5.3812,1,185.43,0.005805,-1.4182
689.06,5.387,1,177.89,0.005805,-0.31265
689.06,5.3928,1,194.41,0.005805,-0.20247
689.06,5.3986,1,192.28,0.005805,-0.094935
689.06,5.4044,1,173.26,0.005805,-0.051604
602.93,5.9559,1,189.82,0.55147,-0.35139
602.93,5.9617,1,204.6,0.005805,2.8201
602.93,5.9675,1,185.04,0.005805,0.15172
646,5.9733,1,216.09,0.005805,1.2065
646,5.9791,1,213.3,0.005805,-0.4524
646,5.9849,1,191.45,0.005805,-1.7722
646,5.9907,1,168.21,0.005805,-2.8117
689.06,5.9966,1,167.87,0.005805,-0.45289
689.06,6.0024,1,183.47,0.005805,-1.1059
689.06,6.0082,1,194.94,0.005805,-1.6628
689.06,6.014,1,198.39,0.005805,-2.1334
689.06,6.0198,1,189.41,0.005805,-2.4889
689.06,6.0256,1,178.8,0.005805,-2.735
689.06,6.0314,1,165.41,0.005805,-2.9086
215.33,6.5074,1,164.68,0.47601,-1.0709
215.33,6.5132,1,211.39,0.005805,0.31018
258.4,6.519,1,195.13,0.005805,-0.5173
258.4,6.5306,1,182.69,0.01161,0.40097
258.4,6.5364,1,185.57,0.005805,-2.5258
172.27,7.0705,1,168.4,0.53406,-1.9767
387.6,7.0937,1,171.52,0.02322,-1.4289
387.6,7.1053,1,164.27,0.01161,2.6342
387.6,7.1111,1,190.35,0.005805,-1.5714
387.6,7.1169,1,194.49,0.005805,0.41257
387.6,7.1227,1,177.6,0.005805,2.4182
387.6,7.1285,1,169.4,0.005805,-1.6435
387.6,7.1343,1,203.72,0.005805,0.42341
387.6,7.1401,1,196.05,0.005805,2.2435
387.6,7.1517,1,170.74,0.01161,0.25049
387.6,7.1576,1,185.39,0.005805,2.1716
258.4,7.6684,1,176.26,0.51084,-0.030624
258.4,7.6742,1,177.66,0.005805,-2.9119
258.4,8.0515,1,187.2,0.37732,1.8197
258.4,8.0573,1,165.42,0.005805,-1.1352
258.4,8.0689,1,166.1,0.01161,-0.1785
86.133,8.2837,1,167.92,0.21478,2.9587
86.133,8.2895,1,172.43,0.005805,-0.19458
86.133,8.2953,1,162.52,0.005805,3.0427
258.4,8.7829,1,225.18,0.48762,2.5097
258.4,8.7888,1,196.58,0.005805,-0.41557
258.4,8.8004,1,186.46,0.01161,0.87042
473.73,9.3576,1,163.08,0.55728,1.2834
473.73,9.3634,1,211.41,0.005805,-0.51286
473.73,9.3693,1,204.43,0.005805,-1.8155
516.8,9.3751,1,209.34,0.005805,0.45438
516.8,9.3809,1,234.04,0.005805,-0.026857
516.8,9.3867,1,229.55,0.005805,-0.18877
516.8,9.3925,1,196.44,0.005805,-0.1122
86.133,9.4041,1,167.74,0.01161,2.4884
86.133,9.4099,1,181.68,0.005805,-0.61128
86.133,9.4157,1,167.59,0.005805,2.6328
559.86,9.9033,1,188.71,0.48762,-0.063867
818.26,9.9323,1,181.29,0.029025,-0.93608
818.26,9.9381,1,189.04,0.005805,-3.0948
818.26,9.9439,1,187,0.005805,0.93436
818.26,9.9498,1,181.19,0.005805,-1.3377
775.2,9.9556,1,163.03,0.005805,-0.62141
689.06,10.49,1,165.23,0.53406,-2.6215
732.13,10.495,1,184.71,0.005805,1.245
732.13,10.501,1,171.96,0.005805,3.0139
775.2,10.507,1,188.78,0.005805,2.4023
775.2,10.513,1,191.08,0.005805,-0.85579
775.2,10.519,1,167.14,0.005805,2.5543
86.133,10.53,1,170.39,0.01161,1.0783
818.26,10.536,1,177.19,0.005805,-0.49082
818.26,10.542,1,185.52,0.005805,-1.8791
818.26,10.548,1,169.29,0.005805,-2.9729
861.33,10.553,1,180.08,0.005805,-0.19027
861.33,10.559,1,177.85,0.005805,-0.11189
861.33,10.565,1,187.85,0.005805,0.16564
861.33,10.571,1,183.91,0.005805,0.49703
861.33,10.577,1,179.39,0.005805,0.8796
861.33,10.582,1,181.66,0.005805,1.2151
861.33,10.588,1,187.53,0.005805,1.4743
861.33,10.594,1,179.93,0.005805,1.6813
861.33,10.6,1,163.6,0.005805,2.0205
